"experiment_name","assay_plate_number","assay_well","assay_time_hours","od600","assay_strain","stock_b12_conc","stock_met_conc","stock_volume_added","assay_volume_added","bio_replicate","tech_replicate","bacteria_strain_id","sample_treatment","assay_type","b12_conc_ngl","met_conc_mgl","assay_dilution","adjusted_b12_conc_ngl","log_b12_pgl","fluorescence","log_fluorescence"
"b12_assay_4","3","F9",91,NA,"metE4",512,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,417037,12.9409302258615
"b12_assay_4","3","G1",91,NA,"metE4",20000,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,462955,13.0453851361203
"b12_assay_4","3","G10",91,NA,"metE4",512,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,58566,10.977909602403
"b12_assay_4","3","G11",91,NA,"metE4",204.8,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,83845,11.3367251351812
"b12_assay_4","3","G12",91,NA,"metE4",204.8,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,18217,9.81011050303083
"b12_assay_4","3","G13",91,NA,"metE4",81.92,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,17462,9.76778237037075
"b12_assay_4","3","G14",91,NA,"metE4",81.92,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,4982,8.51358669582213
"b12_assay_4","3","G15",91,NA,"metE4",32.768,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,1425,7.26192709270275
"b12_assay_4","3","G16",91,NA,"metE4",32.768,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,2021,7.61134771740362
"b12_assay_4","3","G17",91,NA,"metE4",13.1072,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,1383,7.23201033166476
"b12_assay_4","3","G18",91,NA,"metE4",13.1072,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,2038,7.61972421378267
"b12_assay_4","3","G19",91,NA,"metE4",5.24288,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,1649,7.4079243225596
"b12_assay_4","3","G2",91,NA,"metE4",20000,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,435519,12.9842937023368
"b12_assay_4","3","G20",91,NA,"metE4",5.24288,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1595,7.37462901521894
"b12_assay_4","3","G21",91,NA,"metE4",2.097152,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,1534,7.3356339819272
"b12_assay_4","3","G22",91,NA,"metE4",2.097152,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1831,7.51261754467451
"b12_assay_4","3","G23",91,NA,"metE4",0,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1458,7.2848209125686
"b12_assay_4","3","G24",91,NA,"metE4",0,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1391,7.23777819192344
"b12_assay_4","3","G3",91,NA,"metE4",8000,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,408616,12.9205311186998
"b12_assay_4","3","G4",91,NA,"metE4",8000,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,399703,12.8984770503005
"b12_assay_4","3","G5",91,NA,"metE4",3200,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,400947,12.9015845279775
"b12_assay_4","3","G6",91,NA,"metE4",3200,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,504226,13.130779859245
"b12_assay_4","3","G7",91,NA,"metE4",1280,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,541231,13.2016014537566
"b12_assay_4","3","G8",91,NA,"metE4",1280,0,3,97,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,175954,12.0779778762225
"b12_assay_4","3","G9",91,NA,"metE4",512,0,10,90,1,1,"JW50603","boil_then_filter","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,370298,12.8220633658609
"b12_assay_4","3","H1",91,NA,"metE4",20000,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,476379,13.0739690348872
"b12_assay_4","3","H10",91,NA,"metE4",512,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,44844,10.7109450792735
"b12_assay_4","3","H11",91,NA,"metE4",204.8,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,34874,10.4594968448774
"b12_assay_4","3","H12",91,NA,"metE4",204.8,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,14340,9.57080811415361
"b12_assay_4","3","H13",91,NA,"metE4",81.92,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,10885,9.29514097366865
"b12_assay_4","3","H14",91,NA,"metE4",81.92,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,4078,8.3133619511344
"b12_assay_4","3","H15",91,NA,"metE4",32.768,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,5231,8.56235774337061
"b12_assay_4","3","H16",91,NA,"metE4",32.768,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,2597,7.86211221166275
"b12_assay_4","3","H17",91,NA,"metE4",13.1072,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,1511,7.32052696227274
"b12_assay_4","3","H18",91,NA,"metE4",13.1072,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,1948,7.57455848420248
"b12_assay_4","3","H19",91,NA,"metE4",5.24288,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,2359,7.76599307940768
"b12_assay_4","3","H2",91,NA,"metE4",20000,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,427139,12.9648647661705
"b12_assay_4","3","H20",91,NA,"metE4",5.24288,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1621,7.39079852173568
"b12_assay_4","3","H21",91,NA,"metE4",2.097152,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,1284,7.15773548424991
"b12_assay_4","3","H22",91,NA,"metE4",2.097152,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1884,7.54115245513631
"b12_assay_4","3","H23",91,NA,"metE4",0,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1198,7.0884087786754
"b12_assay_4","3","H24",91,NA,"metE4",0,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1398,7.24279792279376
"b12_assay_4","3","H3",91,NA,"metE4",8000,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,413770,12.9330655428737
"b12_assay_4","3","H4",91,NA,"metE4",8000,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,412457,12.929887236899
"b12_assay_4","3","H5",91,NA,"metE4",3200,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,399020,12.8967668199291
"b12_assay_4","3","H6",91,NA,"metE4",3200,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,439675,12.9937910966046
"b12_assay_4","3","H7",91,NA,"metE4",1280,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,552427,13.2220765769477
"b12_assay_4","3","H8",91,NA,"metE4",1280,0,3,97,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,147713,11.9030264808954
"b12_assay_4","3","H9",91,NA,"metE4",512,0,10,90,1,1,"OTU4908","boil_then_filter","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,184905,12.1275974586537
"b12_assay_4","3","I1",91,NA,"metE4",20000,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,432211,12.9766691739111
"b12_assay_4","3","I10",91,NA,"metE4",512,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,61086,11.0200379863353
"b12_assay_4","3","I11",91,NA,"metE4",204.8,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,98349,11.4962776559973
"b12_assay_4","3","I12",91,NA,"metE4",204.8,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,17027,9.74255559842064
"b12_assay_4","3","I13",91,NA,"metE4",81.92,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,34260,10.4417337718781
"b12_assay_4","3","I14",91,NA,"metE4",81.92,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,8390,9.03479579946125
"b12_assay_4","3","I15",91,NA,"metE4",32.768,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,13959,9.54387974051276
"b12_assay_4","3","I16",91,NA,"metE4",32.768,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,3265,8.09101504171053
"b12_assay_4","3","I17",91,NA,"metE4",13.1072,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,4982,8.51358669582213
"b12_assay_4","3","I18",91,NA,"metE4",13.1072,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,3085,8.03430693633949
"b12_assay_4","3","I19",91,NA,"metE4",5.24288,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,2959,7.99260665240021
"b12_assay_4","3","I2",91,NA,"metE4",20000,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,428725,12.9685709667243
"b12_assay_4","3","I20",91,NA,"metE4",5.24288,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1658,7.41336733569524
"b12_assay_4","3","I21",91,NA,"metE4",2.097152,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,2210,7.7007477945118
"b12_assay_4","3","I22",91,NA,"metE4",2.097152,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1396,7.24136628332232
"b12_assay_4","3","I23",91,NA,"metE4",0,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1665,7.41758040241454
"b12_assay_4","3","I24",91,NA,"metE4",0,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1407,7.24921505711439
"b12_assay_4","3","I3",91,NA,"metE4",8000,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,403093,12.9069225835365
"b12_assay_4","3","I4",91,NA,"metE4",8000,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,405759,12.9135146662769
"b12_assay_4","3","I5",91,NA,"metE4",3200,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,407030,12.916642171782
"b12_assay_4","3","I6",91,NA,"metE4",3200,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,424050,12.9576066517898
"b12_assay_4","3","I7",91,NA,"metE4",1280,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,439483,12.9933543150407
"b12_assay_4","3","I8",91,NA,"metE4",1280,0,3,97,1,2,"blank","filter_then_boil","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,171642,12.0531661913331
"b12_assay_4","3","I9",91,NA,"metE4",512,0,10,90,1,2,"blank","filter_then_boil","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,304517,12.6264821938019
"b12_assay_4","3","J1",91,NA,"metE4",20000,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,426866,12.9642254256296
"b12_assay_4","3","J10",91,NA,"metE4",512,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,60798,11.0153121726764
"b12_assay_4","3","J11",91,NA,"metE4",204.8,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,107497,11.5852182191837
"b12_assay_4","3","J12",91,NA,"metE4",204.8,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,23556,10.0671358440645
"b12_assay_4","3","J13",91,NA,"metE4",81.92,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,31518,10.358314090182
"b12_assay_4","3","J14",91,NA,"metE4",81.92,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,8118,9.00183909739884
"b12_assay_4","3","J15",91,NA,"metE4",32.768,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,11973,9.39040939371684
"b12_assay_4","3","J16",91,NA,"metE4",32.768,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,4590,8.43163530305459
"b12_assay_4","3","J17",91,NA,"metE4",13.1072,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,5454,8.60410456340553
"b12_assay_4","3","J18",91,NA,"metE4",13.1072,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,2911,7.97625194374562
"b12_assay_4","3","J19",91,NA,"metE4",5.24288,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,3022,8.01367414283268
"b12_assay_4","3","J2",91,NA,"metE4",20000,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,447836,13.012182372948
"b12_assay_4","3","J20",91,NA,"metE4",5.24288,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,3559,8.17723488551019
"b12_assay_4","3","J21",91,NA,"metE4",2.097152,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,1930,7.56527528189893
"b12_assay_4","3","J22",91,NA,"metE4",2.097152,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1450,7.27931883541462
"b12_assay_4","3","J23",91,NA,"metE4",0,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1543,7.34148385236316
"b12_assay_4","3","J24",91,NA,"metE4",0,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1462,7.28756064030972
"b12_assay_4","3","J3",91,NA,"metE4",8000,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,417010,12.9408654813088
"b12_assay_4","3","J4",91,NA,"metE4",8000,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,394358,12.8850144051679
"b12_assay_4","3","J5",91,NA,"metE4",3200,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,383873,12.8580670477002
"b12_assay_4","3","J6",91,NA,"metE4",3200,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,497650,13.1176522976742
"b12_assay_4","3","J7",91,NA,"metE4",1280,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,419238,12.9461940567356
"b12_assay_4","3","J8",91,NA,"metE4",1280,0,3,97,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,198483,12.1984587331245
"b12_assay_4","3","J9",91,NA,"metE4",512,0,10,90,1,2,"HTWP4","filter_then_boil","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,272420,12.5151002720013
"b12_assay_4","3","K1",91,NA,"metE4",20000,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,453892,13.0256145632617
"b12_assay_4","3","K10",91,NA,"metE4",512,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,68221,11.1305077143231
"b12_assay_4","3","K11",91,NA,"metE4",204.8,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,93454,11.445224615606
"b12_assay_4","3","K12",91,NA,"metE4",204.8,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,21574,9.97924416493538
"b12_assay_4","3","K13",91,NA,"metE4",81.92,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,33166,10.409280533774
"b12_assay_4","3","K14",91,NA,"metE4",81.92,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,10181,9.2282785171072
"b12_assay_4","3","K15",91,NA,"metE4",32.768,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,8851,9.08828572596888
"b12_assay_4","3","K16",91,NA,"metE4",32.768,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,3330,8.11072758297449
"b12_assay_4","3","K17",91,NA,"metE4",13.1072,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,1568,7.35755620091035
"b12_assay_4","3","K18",91,NA,"metE4",13.1072,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,1548,7.34471905414967
"b12_assay_4","3","K19",91,NA,"metE4",5.24288,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,1427,7.26332961747684
"b12_assay_4","3","K2",91,NA,"metE4",20000,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,440071,12.9946913565131
"b12_assay_4","3","K20",91,NA,"metE4",5.24288,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1566,7.35627987655075
"b12_assay_4","3","K21",91,NA,"metE4",2.097152,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,1512,7.32118855673948
"b12_assay_4","3","K22",91,NA,"metE4",2.097152,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1706,7.44190672805162
"b12_assay_4","3","K23",91,NA,"metE4",0,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1460,7.28619171470238
"b12_assay_4","3","K24",91,NA,"metE4",0,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1475,7.29641326877392
"b12_assay_4","3","K3",91,NA,"metE4",8000,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,417119,12.9411268317728
"b12_assay_4","3","K4",91,NA,"metE4",8000,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,415807,12.9379764892812
"b12_assay_4","3","K5",91,NA,"metE4",3200,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,415684,12.9376806352048
"b12_assay_4","3","K6",91,NA,"metE4",3200,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,424378,12.9583798464896
"b12_assay_4","3","K7",91,NA,"metE4",1280,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,511963,13.1460076357854
"b12_assay_4","3","K8",91,NA,"metE4",1280,0,3,97,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,217028,12.2877816564567
"b12_assay_4","3","K9",91,NA,"metE4",512,0,10,90,1,2,"JW50603","filter_then_boil","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,286814,12.5665892010211
"b12_assay_4","3","L1",91,NA,"metE4",20000,0,10,90,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,441151,12.9971424994504
"b12_assay_4","3","L10",91,NA,"metE4",512,0,3,97,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,61468,11.0262719931752
"b12_assay_4","3","L11",91,NA,"metE4",204.8,0,10,90,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,94831,11.4598516390083
"b12_assay_4","3","L12",91,NA,"metE4",204.8,0,3,97,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,21781,9.98879330911523
"b12_assay_4","3","L13",91,NA,"metE4",81.92,0,10,90,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,35165,10.4678065487421
"b12_assay_4","3","L14",91,NA,"metE4",81.92,0,3,97,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,8101,8.99974278983049
"b12_assay_4","3","L15",91,NA,"metE4",32.768,0,10,90,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,13658,9.52208070952103
"b12_assay_4","3","L16",91,NA,"metE4",32.768,0,3,97,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,6231,8.73729211254422
"b12_assay_4","3","L17",91,NA,"metE4",13.1072,0,10,90,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,6185,8.72988228482659
"b12_assay_4","3","L18",91,NA,"metE4",13.1072,0,3,97,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,3433,8.14118979345769
"b12_assay_4","3","L19",91,NA,"metE4",5.24288,0,10,90,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,2378,7.77401507725073
"b12_assay_4","3","L2",91,NA,"metE4",20000,0,3,97,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,472893,13.0666244262386
"b12_assay_4","3","L20",91,NA,"metE4",5.24288,0,3,97,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1515,7.32317071794347
"b12_assay_4","3","L21",91,NA,"metE4",2.097152,0,10,90,1,2,"OTU4908","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,3332,8.11132800328673
